event_id,train_number,station_id,timestamp,delay_minutes,cause_category,reported_text
EVT003059,12219,HWH,2026-01-03 07:00,15,Rolling Stock,Coach fault detected during pre-departure check at Howrah Junction.
EVT003060,12296,PRYJ,2026-02-18 08:45,38,Operational,Crossing conflict with another service at Prayagraj Junction.
EVT003061,12020,PRYJ,2026-02-17 13:30,10,Weather,"Dense fog conditions near Prayagraj Junction, speed restricted."
EVT003062,12140,HYB,2026-02-04 11:00,1,Signal,Signal failure near Hyderabad Deccan causing hold-up.
EVT003063,12054,VSKP,2026-01-12 10:30,51,Infrastructure,Overhead equipment (OHE) tripping reported near Visakhapatnam.
EVT003064,12117,HWH,2026-02-02 23:00,67,Weather,High wind speed advisory near Howrah Junction affecting running.
EVT003065,12253,ST,2026-01-02 04:15,14,Rolling Stock,Brake power certification delay at Surat.
EVT003066,12243,DLI,2026-02-21 05:45,76,Operational,Late running of connecting rake into Delhi Junction (Old Delhi).
EVT003067,12190,BSP,2026-02-01 23:15,1,Signal,Signal failure near Bilaspur Junction causing hold-up.
EVT003068,12035,UBL,2026-01-18 07:30,81,Signal,Signal failure near Hubballi Junction causing hold-up.
EVT003069,12197,MS,2026-01-30 14:30,31,Operational,Late running of connecting rake into Chennai Egmore.
EVT003070,12224,COR,2026-01-30 03:30,44,Rolling Stock,Coach fault detected during pre-departure check at Kota Junction.
EVT003071,12013,COR,2026-02-28 23:30,84,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT003072,12225,VSKP,2026-02-18 01:45,1,Operational,Late running of connecting rake into Visakhapatnam.
EVT003073,12118,JP,2026-02-10 19:45,3,Weather,Heavy rain reducing visibility near Jaipur Junction.
EVT003074,12218,MYS,2026-01-26 05:15,24,Infrastructure,Speed restriction due to track renewal work near Mysuru Junction.
EVT003075,12047,GKP,2026-01-02 10:15,30,Crew,Guard unavailability causing hold at Gorakhpur Junction.
EVT003076,12001,BBS,2026-02-04 02:00,5,Operational,Platform congestion at Bhubaneswar delaying berthing.
EVT003077,12011,MLDT,2026-02-26 03:15,20,Crew,Guard unavailability causing hold at Malda Town.
EVT003078,12209,NGP,2026-01-17 02:45,1,Rolling Stock,Brake power certification delay at Nagpur Junction.
EVT003079,12024,MAS,2026-02-02 02:15,33,Operational,Platform congestion at Chennai Central delaying berthing.
EVT003080,12319,HYB,2026-01-31 08:30,37,Signal,Automatic signalling fault reported at Hyderabad Deccan yard.
EVT003081,12135,PRYJ,2026-01-19 15:15,26,Weather,"Dense fog conditions near Prayagraj Junction, speed restricted."
EVT003082,12265,TATA,2026-02-08 05:30,9,Crew,Loco pilot booking-on delay at Tatanagar Junction.
EVT003083,12224,NJP,2026-01-05 14:30,7,Weather,Heavy rain reducing visibility near New Jalpaiguri.
EVT003084,12208,ASN,2026-01-25 14:30,1,Rolling Stock,"Locomotive failure reported, engine change required at Asansol Junction."
EVT003085,12002,BSP,2026-02-08 17:15,50,Passenger,Passenger chain-pulling incident near Bilaspur Junction.
EVT003086,12231,MLDT,2026-02-05 04:30,49,Signal,Points failure at Malda Town delaying departure.
EVT003087,12309,PNBE,2026-02-04 15:45,82,Operational,Late running of connecting rake into Patna Junction.
EVT003088,12014,GHY,2026-02-02 02:15,13,Signal,Signal failure near Guwahati causing hold-up.
EVT003089,12082,SDAH,2026-02-15 17:00,7,Rolling Stock,Coach fault detected during pre-departure check at Sealdah.
EVT003090,12222,COR,2026-01-12 12:15,80,Signal,Signal failure near Kota Junction causing hold-up.
EVT003091,12166,RTM,2026-01-21 13:15,43,Passenger,Overcrowding-related boarding delay at Ratlam Junction.
EVT003092,12147,KYN,2026-02-13 05:15,39,Infrastructure,Speed restriction due to track renewal work near Kalyan Junction.
EVT003093,12130,JP,2026-02-26 22:15,42,Weather,Heavy rain reducing visibility near Jaipur Junction.
EVT003094,12022,COR,2026-01-03 18:00,38,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT003095,12080,PRYJ,2026-02-28 19:45,45,Passenger,Overcrowding-related boarding delay at Prayagraj Junction.
EVT003096,12214,BCT,2026-02-12 14:15,43,Operational,Platform congestion at Mumbai Central delaying berthing.
EVT003097,12098,HWH,2026-02-09 19:15,13,Crew,Loco pilot booking-on delay at Howrah Junction.
EVT003098,12179,AGC,2026-01-27 21:30,18,Infrastructure,Speed restriction due to track renewal work near Agra Cantt.
EVT003099,12057,KGP,2026-01-25 15:00,56,Weather,High wind speed advisory near Kharagpur Junction affecting running.
EVT003100,12148,JBP,2026-02-09 04:00,50,Infrastructure,Speed restriction due to track renewal work near Jabalpur Junction.
EVT003101,12139,SC,2026-01-22 02:30,4,Weather,Heavy rain reducing visibility near Secunderabad Junction.
EVT003102,12191,JBP,2026-01-19 21:30,65,Rolling Stock,Brake power certification delay at Jabalpur Junction.
EVT003103,12297,JBP,2026-01-07 01:45,29,Infrastructure,Overhead equipment (OHE) tripping reported near Jabalpur Junction.
EVT003104,12089,NGP,2026-02-22 19:45,88,Rolling Stock,"Locomotive failure reported, engine change required at Nagpur Junction."
EVT003105,12071,KYN,2026-02-12 22:30,6,Operational,Platform congestion at Kalyan Junction delaying berthing.
EVT003106,12065,MFP,2026-02-09 07:00,67,Signal,Points failure at Muzaffarpur Junction delaying departure.
EVT003107,12080,NDLS,2026-01-18 09:30,44,Passenger,"Medical emergency on board, halted at New Delhi."
EVT003108,12006,PNBE,2026-01-29 18:30,26,Weather,High wind speed advisory near Patna Junction affecting running.
EVT003109,12067,ASN,2026-01-10 07:45,1,Infrastructure,Overhead equipment (OHE) tripping reported near Asansol Junction.
EVT003110,12248,MLDT,2026-01-01 14:30,58,Infrastructure,Track maintenance block in effect near Malda Town.
EVT003111,12208,AGC,2026-02-18 15:30,17,Crew,Crew shortage reported at Agra Cantt link.
EVT003112,12311,TATA,2026-02-24 01:45,39,Crew,Crew shortage reported at Tatanagar Junction link.
EVT003113,12238,DLI,2026-02-01 12:30,1,Signal,Points failure at Delhi Junction (Old Delhi) delaying departure.
EVT003114,12007,JP,2026-01-19 20:30,3,Rolling Stock,Coach fault detected during pre-departure check at Jaipur Junction.
EVT003115,12128,MFP,2026-02-09 11:45,34,Weather,"Dense fog conditions near Muzaffarpur Junction, speed restricted."
EVT003116,12009,VSKP,2026-02-17 16:30,39,Passenger,Overcrowding-related boarding delay at Visakhapatnam.
EVT003117,12153,VSKP,2026-01-09 17:15,27,Operational,Crossing conflict with another service at Visakhapatnam.
EVT003118,12205,ERS,2026-01-09 18:15,45,Weather,"Dense fog conditions near Ernakulam Junction, speed restricted."
EVT003119,12032,RTM,2026-02-02 20:45,37,Weather,Heavy rain reducing visibility near Ratlam Junction.
EVT003120,12212,NDLS,2026-02-04 23:00,1,Infrastructure,Overhead equipment (OHE) tripping reported near New Delhi.
EVT003121,12275,NDLS,2026-02-20 08:15,32,Rolling Stock,Coach fault detected during pre-departure check at New Delhi.
EVT003122,12053,PNBE,2026-01-13 02:45,30,Rolling Stock,"Locomotive failure reported, engine change required at Patna Junction."
EVT003123,12216,SBC,2026-02-13 08:30,34,Operational,Crossing conflict with another service at KSR Bengaluru City Junction.
EVT003124,12102,KYN,2026-02-18 08:45,25,Weather,High wind speed advisory near Kalyan Junction affecting running.
EVT003125,12302,DHN,2026-02-03 17:45,39,Signal,Automatic signalling fault reported at Dhanbad Junction yard.
EVT003126,12171,PRYJ,2026-01-13 15:45,50,Passenger,Overcrowding-related boarding delay at Prayagraj Junction.
EVT003127,12261,HWH,2026-01-03 19:45,22,Signal,Automatic signalling fault reported at Howrah Junction yard.
EVT003128,12039,ST,2026-02-18 16:45,1,Crew,Loco pilot booking-on delay at Surat.
EVT003129,12155,NGP,2026-02-10 14:30,32,Rolling Stock,Coach fault detected during pre-departure check at Nagpur Junction.
EVT003130,12162,TPJ,2026-01-31 21:45,19,Infrastructure,Track maintenance block in effect near Tiruchchirapalli Junction.
EVT003131,12203,NDLS,2026-01-22 17:15,15,Crew,Loco pilot booking-on delay at New Delhi.
EVT003132,12276,TVC,2026-01-27 09:15,12,Rolling Stock,"Locomotive failure reported, engine change required at Thiruvananthapuram Central."
EVT003133,12238,KYN,2026-02-16 10:45,85,Rolling Stock,Coach fault detected during pre-departure check at Kalyan Junction.
EVT003134,12076,SC,2026-02-28 02:30,61,Rolling Stock,Coach fault detected during pre-departure check at Secunderabad Junction.
EVT003135,12082,MLDT,2026-01-06 17:00,31,Rolling Stock,Coach fault detected during pre-departure check at Malda Town.
EVT003136,12064,SDAH,2026-02-07 04:00,1,Operational,Platform congestion at Sealdah delaying berthing.
EVT003137,12285,BPL,2026-02-16 08:45,30,Infrastructure,Track maintenance block in effect near Bhopal Junction.
EVT003138,12204,ROU,2026-01-20 18:15,41,Rolling Stock,"Locomotive failure reported, engine change required at Rourkela."
EVT003139,12122,NDLS,2026-02-02 16:15,19,Rolling Stock,Brake power certification delay at New Delhi.
EVT003140,12115,NGP,2026-01-17 18:15,1,Weather,High wind speed advisory near Nagpur Junction affecting running.
EVT003141,12079,ERS,2026-02-13 05:15,1,Operational,Late running of connecting rake into Ernakulam Junction.
EVT003142,12004,BCT,2026-01-26 13:45,25,Operational,Crossing conflict with another service at Mumbai Central.
EVT003143,12106,MAS,2026-01-06 01:00,1,Crew,Crew shortage reported at Chennai Central link.
EVT003144,12077,CTC,2026-01-06 00:00,42,Crew,Crew shortage reported at Cuttack Junction link.
EVT003145,12105,KYN,2026-01-06 14:00,7,Signal,Points failure at Kalyan Junction delaying departure.
EVT003146,12261,SDAH,2026-01-17 09:00,42,Rolling Stock,Coach fault detected during pre-departure check at Sealdah.
EVT003147,12073,VSKP,2026-01-01 04:30,4,Crew,Crew shortage reported at Visakhapatnam link.
EVT003148,12181,NJP,2026-01-10 04:00,32,Passenger,"Medical emergency on board, halted at New Jalpaiguri."
EVT003149,12103,NDLS,2026-02-27 05:45,14,Infrastructure,Track maintenance block in effect near New Delhi.
EVT003150,12303,ASN,2026-02-17 12:00,59,Operational,Crossing conflict with another service at Asansol Junction.
EVT003151,12085,MLDT,2026-02-03 00:00,30,Signal,Points failure at Malda Town delaying departure.
EVT003152,12024,MAS,2026-02-26 21:00,13,Passenger,Passenger chain-pulling incident near Chennai Central.
EVT003153,12224,COR,2026-01-02 17:15,47,Passenger,"Medical emergency on board, halted at Kota Junction."
EVT003154,12286,COR,2026-02-06 03:45,18,Rolling Stock,Brake power certification delay at Kota Junction.
EVT003155,12165,SUR,2026-01-07 04:15,33,Rolling Stock,"Locomotive failure reported, engine change required at Solapur Junction."
EVT003156,12059,KGP,2026-02-13 07:30,1,Infrastructure,Speed restriction due to track renewal work near Kharagpur Junction.
EVT003157,12255,MAS,2026-02-10 00:15,40,Signal,Automatic signalling fault reported at Chennai Central yard.
EVT003158,12178,MAS,2026-01-25 08:45,12,Infrastructure,Speed restriction due to track renewal work near Chennai Central.
EVT003159,12196,BWN,2026-01-13 19:45,1,Weather,High wind speed advisory near Barddhaman Junction affecting running.
EVT003160,12098,KGP,2026-01-29 16:45,9,Weather,Heavy rain reducing visibility near Kharagpur Junction.
EVT003161,12081,BBS,2026-02-19 13:15,10,Crew,Loco pilot booking-on delay at Bhubaneswar.
EVT003162,12187,SDAH,2026-02-12 00:00,1,Rolling Stock,"Locomotive failure reported, engine change required at Sealdah."
EVT003163,12033,PUNE,2026-01-17 21:30,44,Weather,Heavy rain reducing visibility near Pune Junction.
EVT003164,12164,NGP,2026-01-22 18:30,1,Operational,Platform congestion at Nagpur Junction delaying berthing.
EVT003165,12003,KYN,2026-02-16 15:00,14,Passenger,"Medical emergency on board, halted at Kalyan Junction."
EVT003166,12319,KGP,2026-01-17 11:00,42,Infrastructure,Overhead equipment (OHE) tripping reported near Kharagpur Junction.
EVT003167,12160,PRYJ,2026-02-10 06:45,42,Passenger,Passenger chain-pulling incident near Prayagraj Junction.
EVT003168,12231,GHY,2026-02-17 20:45,35,Infrastructure,Track maintenance block in effect near Guwahati.
EVT003169,12147,BBS,2026-02-21 00:00,65,Signal,Automatic signalling fault reported at Bhubaneswar yard.
EVT003170,12208,ASN,2026-01-31 11:15,73,Crew,Crew shortage reported at Asansol Junction link.
EVT003171,12020,PUNE,2026-01-20 05:30,24,Signal,Points failure at Pune Junction delaying departure.
EVT003172,12169,MFP,2026-02-15 16:45,55,Rolling Stock,"Locomotive failure reported, engine change required at Muzaffarpur Junction."
EVT003173,12093,HWH,2026-02-21 08:30,64,Weather,Heavy rain reducing visibility near Howrah Junction.
EVT003174,12235,SC,2026-02-25 12:45,19,Signal,Signal failure near Secunderabad Junction causing hold-up.
EVT003175,12307,PRYJ,2026-02-11 13:00,40,Signal,Automatic signalling fault reported at Prayagraj Junction yard.
EVT003176,12004,BCT,2026-02-13 16:45,79,Rolling Stock,"Locomotive failure reported, engine change required at Mumbai Central."
EVT003177,12123,SUR,2026-02-18 23:15,104,Passenger,Overcrowding-related boarding delay at Solapur Junction.
EVT003178,12294,PNBE,2026-02-26 10:00,12,Operational,Crossing conflict with another service at Patna Junction.
EVT003179,12186,MLDT,2026-01-03 09:15,20,Signal,Points failure at Malda Town delaying departure.
EVT003180,12003,ST,2026-01-26 04:45,57,Operational,Platform congestion at Surat delaying berthing.
EVT003181,12087,NGP,2026-02-16 09:15,3,Rolling Stock,Brake power certification delay at Nagpur Junction.
EVT003182,12119,BPL,2026-01-26 05:15,22,Weather,"Dense fog conditions near Bhopal Junction, speed restricted."
EVT003183,12029,JBP,2026-01-30 07:15,37,Operational,Platform congestion at Jabalpur Junction delaying berthing.
EVT003184,12001,BCT,2026-01-27 08:45,59,Infrastructure,Overhead equipment (OHE) tripping reported near Mumbai Central.
EVT003185,12186,GHY,2026-02-20 19:30,60,Passenger,Overcrowding-related boarding delay at Guwahati.
EVT003186,12151,BCT,2026-02-04 10:15,35,Operational,Platform congestion at Mumbai Central delaying berthing.
EVT003187,12108,BCT,2026-01-08 22:00,55,Crew,Loco pilot booking-on delay at Mumbai Central.
EVT003188,12138,TVC,2026-01-24 01:00,1,Infrastructure,Speed restriction due to track renewal work near Thiruvananthapuram Central.
EVT003189,12300,SC,2026-02-07 13:00,33,Passenger,Passenger chain-pulling incident near Secunderabad Junction.
EVT003190,12270,PRYJ,2026-01-26 16:30,23,Crew,Guard unavailability causing hold at Prayagraj Junction.
EVT003191,12269,HYB,2026-01-11 11:15,8,Rolling Stock,Coach fault detected during pre-departure check at Hyderabad Deccan.
EVT003192,12225,ASR,2026-01-30 10:30,27,Crew,Guard unavailability causing hold at Amritsar Junction.
EVT003193,12222,COR,2026-02-07 05:45,12,Passenger,"Medical emergency on board, halted at Kota Junction."
EVT003194,12174,BBS,2026-01-14 04:30,93,Signal,Signal failure near Bhubaneswar causing hold-up.
EVT003195,12208,PRYJ,2026-01-12 05:00,19,Rolling Stock,Coach fault detected during pre-departure check at Prayagraj Junction.
EVT003196,12197,SC,2026-02-27 11:15,21,Weather,Heavy rain reducing visibility near Secunderabad Junction.
EVT003197,12260,PUNE,2026-01-05 22:30,25,Signal,Signal failure near Pune Junction causing hold-up.
EVT003198,12011,ADI,2026-01-15 21:30,61,Operational,Crossing conflict with another service at Ahmedabad Junction.
EVT003199,12255,MAS,2026-01-19 18:15,43,Weather,High wind speed advisory near Chennai Central affecting running.
EVT003200,12196,BSP,2026-01-25 04:15,43,Operational,Platform congestion at Bilaspur Junction delaying berthing.
EVT003201,12251,BSP,2026-01-13 20:30,41,Weather,"Dense fog conditions near Bilaspur Junction, speed restricted."
EVT003202,12239,VSKP,2026-01-04 22:45,68,Rolling Stock,Coach fault detected during pre-departure check at Visakhapatnam.
EVT003203,12274,NDLS,2026-01-23 09:45,1,Crew,Guard unavailability causing hold at New Delhi.
EVT003204,12300,SC,2026-02-10 17:45,42,Rolling Stock,"Locomotive failure reported, engine change required at Secunderabad Junction."
EVT003205,12014,NJP,2026-01-21 16:00,1,Infrastructure,Overhead equipment (OHE) tripping reported near New Jalpaiguri.
EVT003206,12159,AII,2026-02-06 16:15,31,Operational,Crossing conflict with another service at Ajmer Junction.
EVT003207,12272,MAS,2026-01-02 10:45,10,Rolling Stock,"Locomotive failure reported, engine change required at Chennai Central."
EVT003208,12050,BCT,2026-02-19 11:30,10,Weather,Heavy rain reducing visibility near Mumbai Central.
EVT003209,12022,COR,2026-01-08 17:45,42,Operational,Late running of connecting rake into Kota Junction.
EVT003210,12195,ASR,2026-01-24 17:00,1,Signal,Signal failure near Amritsar Junction causing hold-up.
EVT003211,12249,SC,2026-01-30 00:00,17,Weather,High wind speed advisory near Secunderabad Junction affecting running.
EVT003212,12095,JP,2026-01-14 20:00,34,Rolling Stock,Coach fault detected during pre-departure check at Jaipur Junction.
EVT003213,12207,SDAH,2026-01-04 11:00,29,Weather,Heavy rain reducing visibility near Sealdah.
